timestamp,elapsed_ms,client_ip,result_code,bytes,method,url,hierarchy,content_type
2020-01-01 10:54:16,3079,189.122.92.192,TCP_DENIED/403,26927,GET,http://gch-pacs-193.godavaricare.example/actuator/env,HIER_NONE/-,text/html
2020-01-01 12:29:42,1918,80.11.33.124,TCP_DENIED/403,14087,GET,http://gch-dns-063.godavaricare.example/index.php?id=1'+OR+'1'='1,HIER_NONE/-,text/html
2020-01-02 06:29:27,1458,20.171.129.52,TCP_MISS/200,33124,GET,http://gch-lis-268.godavaricare.example/wp-login.php,HIER_DIRECT/213.45.150.91,application/octet-stream
2020-01-02 08:30:12,1805,21.153.222.60,TCP_MISS/200,10414,GET,http://pai58wey30.click/dl/setup.exe,HIER_DIRECT/118.88.113.186,application/octet-stream
2020-01-02 12:45:47,1431,118.168.161.187,TCP_MISS/200,83368,GET,http://gch-lab-275.godavaricare.example/index.php?id=1'+OR+'1'='1,HIER_DIRECT/144.44.238.108,application/octet-stream
2020-01-02 15:00:15,1887,78.168.250.18,TCP_MISS/200,70214,GET,http://gch-web-001.godavaricare.example/login,HIER_DIRECT/196.89.133.250,application/octet-stream
2020-01-02 18:16:42,2333,147.183.223.117,TCP_DENIED/403,43681,GET,http://gch-lab-291.godavaricare.example/wp-login.php,HIER_NONE/-,text/html
2020-01-02 18:47:41,2236,174.128.188.117,TCP_MISS/200,4719,GET,http://gch-ptl-040.godavaricare.example/actuator/env,HIER_DIRECT/134.73.179.139,application/octet-stream
2020-01-03 01:59:27,155,218.70.53.220,TCP_MISS/200,53347,GET,http://gch-prx-126.godavaricare.example/login,HIER_DIRECT/93.58.228.152,application/octet-stream
2020-01-03 13:14:30,444,207.28.150.235,TCP_MISS/200,75153,GET,http://gch-lis-248.godavaricare.example/api/v1/status,HIER_DIRECT/37.204.31.33,application/octet-stream
2020-01-03 14:31:45,3560,33.4.127.59,TCP_MISS/200,66135,GET,http://gch-emr-365.godavaricare.example/wp-login.php,HIER_DIRECT/142.48.109.105,application/octet-stream
2020-01-03 16:21:05,1861,162.193.92.149,TCP_DENIED/403,22495,GET,http://gch-prx-014.godavaricare.example/api/v1/status,HIER_NONE/-,text/html
2020-01-03 21:06:44,1126,54.49.196.228,TCP_DENIED/403,37823,GET,http://gch-prx-062.godavaricare.example/wp-login.php,HIER_NONE/-,text/html
2020-01-03 22:10:49,3865,8.182.28.62,TCP_DENIED/403,88045,GET,http://cbvxoqsc5p.info/dl/setup.exe,HIER_NONE/-,text/html
2020-01-04 02:24:56,3185,60.41.118.65,TCP_DENIED/403,75375,GET,http://21izi66mn3.top/update/payload.bin,HIER_NONE/-,text/html
2020-01-04 05:40:51,2201,78.38.67.153,TCP_MISS/200,20220,GET,http://svohy9l1pbdod.xyz/update/payload.bin,HIER_DIRECT/221.221.69.179,application/octet-stream
2020-01-04 09:19:45,3092,91.116.23.209,TCP_MISS/200,52473,GET,http://gch-db-274.godavaricare.example/actuator/env,HIER_DIRECT/7.50.215.117,application/octet-stream
2020-01-04 18:30:42,1624,199.170.84.243,TCP_DENIED/403,82515,GET,http://gch-his-183.godavaricare.example/admin/../../etc/passwd,HIER_NONE/-,text/html
2020-01-04 20:07:48,3085,50.34.174.166,TCP_MISS/200,17943,GET,http://gch-iot-396.godavaricare.example/admin/../../etc/passwd,HIER_DIRECT/23.193.111.78,application/octet-stream
2020-01-04 20:43:00,1507,156.86.195.210,TCP_DENIED/403,6009,GET,http://gch-lab-379.godavaricare.example/login,HIER_NONE/-,text/html
2020-01-04 22:17:27,3906,41.237.237.175,TCP_MISS/200,68051,GET,http://gch-lab-315.godavaricare.example/,HIER_DIRECT/125.180.136.187,application/octet-stream
2020-01-05 05:14:10,552,204.76.124.26,TCP_DENIED/403,79210,GET,http://ao4l11il7a.click/dl/setup.exe,HIER_NONE/-,text/html
2020-01-05 09:12:14,2690,202.115.221.44,TCP_MISS/200,66293,GET,http://4c717lktwqqp.top/dl/setup.exe,HIER_DIRECT/171.120.138.162,application/octet-stream
2020-01-06 02:17:27,3444,10.153.23.147,TCP_MISS/200,521,GET,http://zflgb347iiqb7.click/gate.php,HIER_DIRECT/118.228.89.41,application/octet-stream
2020-01-06 06:02:31,2248,39.198.204.252,TCP_MISS/200,54962,GET,http://gch-iot-280.godavaricare.example/admin/../../etc/passwd,HIER_DIRECT/106.38.163.52,application/octet-stream
2020-01-06 06:08:40,884,78.31.133.49,TCP_MISS/200,40487,GET,http://gch-lab-311.godavaricare.example/login,HIER_DIRECT/109.55.5.254,application/octet-stream
2020-01-06 16:53:39,3838,159.34.19.60,TCP_MISS/200,38694,GET,http://gch-pacs-265.godavaricare.example/,HIER_DIRECT/110.130.219.192,application/octet-stream
2020-01-06 17:22:31,530,59.13.13.137,TCP_MISS/200,72161,GET,http://gch-pacs-253.godavaricare.example/admin/../../etc/passwd,HIER_DIRECT/66.199.70.236,application/octet-stream
2020-01-06 23:29:31,3865,79.163.183.75,TCP_MISS/200,77706,GET,http://gch-emr-357.godavaricare.example/actuator/env,HIER_DIRECT/118.131.194.208,application/octet-stream
2020-01-07 23:12:37,24,168.8.143.117,TCP_MISS/200,88992,GET,http://9jaqg35frp8.click/gate.php,HIER_DIRECT/29.82.10.135,application/octet-stream
2020-01-08 05:10:20,3569,92.235.152.145,TCP_MISS/200,49586,GET,http://gch-web-005.godavaricare.example/index.php?id=1'+OR+'1'='1,HIER_DIRECT/9.184.163.180,application/octet-stream
2020-01-08 09:57:34,54,37.228.106.85,TCP_MISS/200,36264,GET,http://gch-his-203.godavaricare.example/wp-login.php,HIER_DIRECT/63.190.33.202,application/octet-stream
2020-01-08 10:29:29,1514,41.20.102.238,TCP_MISS/200,63226,GET,http://gdv3ickcm8754al9as.top/update/payload.bin,HIER_DIRECT/187.66.173.69,application/octet-stream
2020-01-08 10:40:54,1451,79.37.124.129,TCP_MISS/200,52064,GET,http://fmcj7lgjnzc.xyz/update/payload.bin,HIER_DIRECT/154.46.95.60,application/octet-stream
2020-01-08 13:59:17,1244,39.242.222.199,TCP_DENIED/403,20835,GET,http://e0u8o7opt44m.click/dl/setup.exe,HIER_NONE/-,text/html
2020-01-09 13:21:05,2708,112.156.211.121,TCP_DENIED/403,53502,GET,http://gch-lab-379.godavaricare.example/admin/../../etc/passwd,HIER_NONE/-,text/html
2020-01-09 21:11:05,1093,108.56.138.113,TCP_MISS/200,9606,GET,http://1wrts3umw8.xyz/gate.php,HIER_DIRECT/84.124.171.53,application/octet-stream
2020-01-10 03:03:32,3888,90.150.130.146,TCP_DENIED/403,84347,GET,http://gch-dns-011.godavaricare.example/,HIER_NONE/-,text/html
2020-01-10 05:41:17,3670,128.131.4.173,TCP_MISS/200,38502,GET,http://gch-pacs-181.godavaricare.example/actuator/env,HIER_DIRECT/140.28.248.37,application/octet-stream
