timestamp,elapsed_ms,client_ip,result_code,bytes,method,url,hierarchy,content_type
2020-01-01 10:54:16,2794,189.122.92.192,TCP_DENIED/403,45674,GET,http://ntn-crm-235.nilgiritelecom.example/wp-login.php,HIER_NONE/-,text/html
2020-01-01 12:29:42,2156,80.11.33.124,TCP_DENIED/403,32602,GET,http://ntn-web-113.nilgiritelecom.example/wp-login.php,HIER_NONE/-,text/html
2020-01-02 06:29:27,1121,20.171.129.52,TCP_MISS/200,83653,GET,http://ntn-api-170.nilgiritelecom.example/actuator/env,HIER_DIRECT/213.45.150.91,application/octet-stream
2020-01-02 08:30:12,2662,21.153.222.60,TCP_MISS/200,80807,GET,http://lfrjkja4590mxoqw6i.top/dl/setup.exe,HIER_DIRECT/118.88.113.186,application/octet-stream
2020-01-02 12:45:47,1946,118.168.161.187,TCP_MISS/200,54301,GET,http://ntn-msc-383.nilgiritelecom.example/index.php?id=1'+OR+'1'='1,HIER_DIRECT/144.44.238.108,application/octet-stream
2020-01-02 15:00:15,2074,78.168.250.18,TCP_MISS/200,37572,GET,http://ntn-web-097.nilgiritelecom.example/api/v1/status,HIER_DIRECT/196.89.133.250,application/octet-stream
2020-01-02 18:16:42,2471,147.183.223.117,TCP_DENIED/403,24131,GET,http://ntn-core-382.nilgiritelecom.example/wp-login.php,HIER_NONE/-,text/html
2020-01-02 18:47:41,278,174.128.188.117,TCP_MISS/200,31186,GET,http://ntn-web-017.nilgiritelecom.example/index.php?id=1'+OR+'1'='1,HIER_DIRECT/134.73.179.139,application/octet-stream
2020-01-03 01:59:27,2805,218.70.53.220,TCP_MISS/200,85755,GET,http://ntn-sms-032.nilgiritelecom.example/,HIER_DIRECT/93.58.228.152,application/octet-stream
2020-01-03 13:14:30,3298,207.28.150.235,TCP_MISS/200,64401,GET,http://ntn-bss-260.nilgiritelecom.example/api/v1/status,HIER_DIRECT/37.204.31.33,application/octet-stream
2020-01-03 14:31:45,637,33.4.127.59,TCP_MISS/200,40576,GET,http://ntn-core-278.nilgiritelecom.example/admin/../../etc/passwd,HIER_DIRECT/142.48.109.105,application/octet-stream
2020-01-03 16:21:05,1225,162.193.92.149,TCP_DENIED/403,39768,GET,http://ntn-dns-063.nilgiritelecom.example/,HIER_NONE/-,text/html
2020-01-03 21:06:44,511,54.49.196.228,TCP_DENIED/403,53808,GET,http://ntn-sms-032.nilgiritelecom.example/wp-login.php,HIER_NONE/-,text/html
2020-01-03 22:10:49,3599,8.182.28.62,TCP_DENIED/403,29293,GET,http://1a5dn91fn1mj46gia.top/update/payload.bin,HIER_NONE/-,text/html
2020-01-04 02:24:56,2357,60.41.118.65,TCP_DENIED/403,47269,GET,http://85dyd8qpen23.click/update/payload.bin,HIER_NONE/-,text/html
2020-01-04 05:40:51,3261,78.38.67.153,TCP_MISS/200,2804,GET,http://se9wyxfafmn1e.info/dl/setup.exe,HIER_DIRECT/221.221.69.179,application/octet-stream
2020-01-04 09:19:45,2730,91.116.23.209,TCP_MISS/200,66756,GET,http://ntn-core-286.nilgiritelecom.example/admin/../../etc/passwd,HIER_DIRECT/7.50.215.117,application/octet-stream
2020-01-04 18:30:42,3122,199.170.84.243,TCP_DENIED/403,32389,GET,http://ntn-bss-208.nilgiritelecom.example/index.php?id=1'+OR+'1'='1,HIER_NONE/-,text/html
2020-01-04 20:07:48,657,50.34.174.166,TCP_MISS/200,78378,GET,http://ntn-oss-352.nilgiritelecom.example/wp-login.php,HIER_DIRECT/23.193.111.78,application/octet-stream
2020-01-04 20:43:00,3015,156.86.195.210,TCP_DENIED/403,49395,GET,http://ntn-msc-399.nilgiritelecom.example/api/v1/status,HIER_NONE/-,text/html
2020-01-04 22:17:27,3489,41.237.237.175,TCP_MISS/200,88129,GET,http://ntn-core-278.nilgiritelecom.example/api/v1/status,HIER_DIRECT/125.180.136.187,application/octet-stream
2020-01-05 05:14:10,3806,204.76.124.26,TCP_DENIED/403,57273,GET,http://1sy1opqw4108.top/update/payload.bin,HIER_NONE/-,text/html
2020-01-05 09:12:14,2299,202.115.221.44,TCP_MISS/200,14308,GET,http://92x44tj3l28.info/update/payload.bin,HIER_DIRECT/171.120.138.162,application/octet-stream
2020-01-06 02:17:27,3676,10.153.23.147,TCP_MISS/200,43514,GET,http://yzzch1g9royvyz.xyz/dl/setup.exe,HIER_DIRECT/118.228.89.41,application/octet-stream
2020-01-06 06:02:31,3583,39.198.204.252,TCP_MISS/200,60935,GET,http://ntn-hlr-325.nilgiritelecom.example/admin/../../etc/passwd,HIER_DIRECT/106.38.163.52,application/octet-stream
2020-01-06 06:08:40,3296,78.31.133.49,TCP_MISS/200,73536,GET,http://ntn-msc-331.nilgiritelecom.example/login,HIER_DIRECT/109.55.5.254,application/octet-stream
2020-01-06 16:53:39,1601,159.34.19.60,TCP_MISS/200,84976,GET,http://ntn-api-238.nilgiritelecom.example/login,HIER_DIRECT/110.130.219.192,application/octet-stream
2020-01-06 17:22:31,3367,59.13.13.137,TCP_MISS/200,57697,GET,http://ntn-crm-183.nilgiritelecom.example/actuator/env,HIER_DIRECT/66.199.70.236,application/octet-stream
2020-01-06 23:29:31,3964,79.163.183.75,TCP_MISS/200,19760,GET,http://ntn-hlr-301.nilgiritelecom.example/actuator/env,HIER_DIRECT/118.131.194.208,application/octet-stream
2020-01-07 23:12:37,2719,168.8.143.117,TCP_MISS/200,63067,GET,http://v8ja6gvv8l7li7kla.xyz/update/payload.bin,HIER_DIRECT/29.82.10.135,application/octet-stream
2020-01-08 05:10:20,2488,92.235.152.145,TCP_MISS/200,44064,GET,http://ntn-prx-070.nilgiritelecom.example/wp-login.php,HIER_DIRECT/9.184.163.180,application/octet-stream
2020-01-08 09:57:34,1431,37.228.106.85,TCP_MISS/200,22214,GET,http://ntn-bss-144.nilgiritelecom.example/actuator/env,HIER_DIRECT/63.190.33.202,application/octet-stream
2020-01-08 10:29:29,1233,41.20.102.238,TCP_MISS/200,51688,GET,http://dx17w4kx2p6.xyz/dl/setup.exe,HIER_DIRECT/187.66.173.69,application/octet-stream
2020-01-08 10:40:54,693,79.37.124.129,TCP_MISS/200,79682,GET,http://iy2bbehukond.top/update/payload.bin,HIER_DIRECT/154.46.95.60,application/octet-stream
2020-01-08 13:59:17,3994,39.242.222.199,TCP_DENIED/403,87688,GET,http://n41g6fmepvkqyn.info/update/payload.bin,HIER_NONE/-,text/html
2020-01-09 13:21:05,3852,112.156.211.121,TCP_DENIED/403,68205,GET,http://ntn-oss-376.nilgiritelecom.example/wp-login.php,HIER_NONE/-,text/html
2020-01-09 21:11:05,1752,108.56.138.113,TCP_MISS/200,65891,GET,http://1rz71ufapht5.top/dl/setup.exe,HIER_DIRECT/84.124.171.53,application/octet-stream
2020-01-10 03:03:32,1383,90.150.130.146,TCP_DENIED/403,22074,GET,http://ntn-sms-056.nilgiritelecom.example/,HIER_NONE/-,text/html
2020-01-10 05:41:17,1194,128.131.4.173,TCP_MISS/200,43428,GET,http://ntn-api-194.nilgiritelecom.example/actuator/env,HIER_DIRECT/140.28.248.37,application/octet-stream
2020-01-10 17:31:28,2748,142.44.109.129,TCP_MISS/200,67618,GET,http://ntn-bss-160.nilgiritelecom.example/index.php?id=1'+OR+'1'='1,HIER_DIRECT/28.73.24.169,application/octet-stream
