timestamp,event_id,computer,user,logon_type,src_ip,process,status,privileges,event_desc
2020-01-01 03:11:48,4732,NTN-API-138,shlok.kapadia,10,10.20.1.28,C:\Windows\System32\cmd.exe,,,Member added to group
2020-01-03 07:09:56,4625,NTN-SMS-072,svc_backup,10,69.32.41.218,,0xC000006D,,Logon failure
2020-01-03 07:10:01,4624,NTN-SMS-072,arhaan.dave,10,69.32.41.218,,,,Logon success
2020-01-03 17:40:43,4624,NTN-CORE-366,mohanlal.kade,3,10.20.2.35,C:\Program Files\App\app.exe,,,Logon success
2020-01-05 20:41:36,4625,NTN-OSS-288,nitya.tank,10,99.79.43.46,,0xC000006D,,Logon failure
2020-01-05 20:43:01,4624,NTN-OSS-288,nitya.tank,10,99.79.43.46,,,,Logon success
2020-01-05 21:21:20,4720,NTN-PRX-078,kabir.goel,2,10.20.1.108,C:\Windows\System32\cmd.exe,,,User account created
2020-01-06 06:02:31,4625,NTN-BSS-144,svc_backup,10,39.198.204.252,,0xC000006D,,Logon failure
2020-01-06 06:03:02,4624,NTN-BSS-144,krish.krishnamurthy,10,39.198.204.252,,,,Logon success
2020-01-06 16:46:49,4624,NTN-API-174,hiran.mahal,10,10.20.0.97,C:\Windows\System32\powershell.exe,,,Logon success
2020-01-06 18:04:10,4634,NTN-OSS-372,jiya.deep,2,10.20.1.48,C:\Windows\System32\powershell.exe,,,Logoff
2020-01-06 18:04:10,4634,NTN-BSS-252,zoya.varkey,3,10.20.3.69,C:\Windows\System32\powershell.exe,,,Logoff
2020-01-06 21:33:34,4625,NTN-SMS-096,Administrator,10,85.230.182.23,,0xC000006D,,Logon failure
2020-01-06 21:33:49,4624,NTN-SMS-096,akarsh.dugar,10,85.230.182.23,,,,Logon success
2020-01-07 15:01:31,4634,NTN-BSS-180,ishita.badal,2,10.20.3.226,C:\Windows\System32\cmd.exe,,,Logoff
2020-01-08 09:57:34,4625,NTN-API-246,svc_backup,10,37.228.106.85,,0xC000006D,,Logon failure
2020-01-08 09:58:27,4624,NTN-API-246,shamik.chaudry,10,37.228.106.85,,,,Logon success
2020-01-08 10:03:41,4672,NTN-API-246,shamik.chaudry,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-01-10 18:00:07,4720,NTN-SMS-072,anika.sathe,10,10.20.1.101,C:\Windows\System32\cmd.exe,,,User account created
2020-01-11 09:09:09,4625,NTN-PRX-078,Administrator,10,14.115.195.9,,0xC000006D,,Logon failure
